,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
1209,Toyota,8950.0,hatch,118,1.6,Petrol,yes,2008,GLK 220
1210,Renault,8300.0,van,177,1.5,Diesel,yes,2007,Vito
1211,Audi,6900.0,sedan,360,2.5,Diesel,yes,1997,320
1212,BMW,69999.0,crossover,71,4.4,Petrol,yes,2011,Passat B5
1213,Volkswagen,3250.0,sedan,255,1.9,Diesel,no,2003,Touareg
1214,Volkswagen,11900.0,hatch,91,1.4,Petrol,yes,2010,X5
1215,Mitsubishi,9600.0,other,114,2.0,Petrol,yes,1999,Latitude
1216,Mercedes-Benz,21200.0,vagon,206,2.1,Diesel,yes,2011,CLS 350
1217,Toyota,102999.0,crossover,0,4.5,Diesel,yes,2016,M5
1218,Mercedes-Benz,11900.0,van,277,2.2,Diesel,yes,2007,Camry
1219,Renault,9999.0,van,185,1.5,Diesel,yes,2008,Vito
1220,Renault,8500.0,sedan,57,1.2,Gas,yes,2013,A8
1221,Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997,Touareg
1222,Mitsubishi,8700.0,sedan,80,1.5,Petrol,yes,2008,Symbol
1223,Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011,A8
1224,Volkswagen,12700.0,hatch,156,1.6,Diesel,yes,2011,Passat B7
1225,Mitsubishi,7700.0,sedan,135,2.0,Gas,yes,2007,T4 (Transporter)
1226,Mitsubishi,8700.0,sedan,150,2.4,Gas,yes,2007,750
1227,Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2007,C-Class
1228,Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001,318
1229,Audi,29800.0,crossover,151,3.0,Diesel,yes,2007,E-Class
1230,Renault,3900.0,van,202,1.9,Diesel,yes,2001,Q7
1231,Volkswagen,7000.0,van,345,1.9,Diesel,yes,2006,Caddy
1232,Audi,17700.0,other,70,2.0,Petrol,yes,2009,Polo
1233,Toyota,9999.0,sedan,225,3.0,Gas,yes,2004,S 350
1234,Audi,25300.0,hatch,180,2.0,Diesel,yes,2011,Pajero Sport
1235,Audi,22500.0,vagon,175,2.0,Gas,yes,2010,Golf Variant
1236,Volkswagen,18600.0,sedan,2,1.6,Petrol,yes,2015,Bora
1237,Mitsubishi,6999.0,sedan,160,2.0,Petrol,yes,2007,A 140
1238,Toyota,16200.0,crossover,281,4.2,Diesel,yes,1999,A6
1239,Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999,Pajero Sport
1240,Mercedes-Benz,27300.0,sedan,144,2.14,Diesel,yes,2011,A6
1241,BMW,12000.0,crossover,218,3.0,Diesel,no,2006,Bora
1242,Volkswagen,1800.0,other,280,1.9,Diesel,no,1997,S 320
1243,Audi,20500.0,sedan,106,1.8,Petrol,yes,2011,ASX
1244,Volkswagen,10493.0,other,1,1.4,Petrol,yes,2014,Touareg
1245,BMW,16800.0,sedan,154,3.0,Petrol,yes,2006,S 500
1246,BMW,8200.0,sedan,238,3.0,Diesel,no,2004,ML 350
1247,Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011,CLA 200
1248,Volkswagen,24500.0,crossover,62,2.0,Diesel,yes,2012,Passat B5
1249,Toyota,13250.0,sedan,96,2.4,Gas,yes,2008,520
1250,Toyota,6400.0,sedan,250,3.0,Gas,yes,1998,Touareg
1251,Mercedes-Benz,29500.0,sedan,135,5.5,Petrol,yes,2008,Polo
1252,Volkswagen,69990.0,van,1,5.0,Diesel,yes,2015,X5
1253,Audi,2600.0,vagon,110,2.5,Diesel,no,2002,Golf IV
1254,Renault,10500.0,vagon,185,1.5,Diesel,yes,2011,S 350
1255,Volkswagen,27200.0,crossover,1,2.0,Diesel,yes,2015,Land Cruiser Prado
1256,Mercedes-Benz,1350.0,sedan,360,2.5,Diesel,no,1989,A6
1257,Toyota,13900.0,sedan,139,2.4,Other,yes,2008,A3
1258,BMW,12800.0,sedan,194,4.4,Gas,yes,2002,Passat B5
1259,Toyota,21200.0,crossover,135,4.0,Gas,yes,2007,Space Star
1260,Mercedes-Benz,8700.0,sedan,196,2.0,Gas,yes,2000,Passat B7
1261,Toyota,8800.0,sedan,165,1.8,Petrol,yes,2007,Passat B8
1262,Toyota,12900.0,sedan,129,1.8,Petrol,yes,2009,Rav 4
1263,BMW,9500.0,sedan,339,3.0,Diesel,yes,2001,A4
1264,BMW,10700.0,sedan,243,3.0,Diesel,yes,2002,520
1265,Volkswagen,10800.0,van,156,1.6,Diesel,yes,2012,230
1266,Mitsubishi,2400.0,hatch,350,2.0,Gas,yes,1989,Trafic
1267,Renault,13300.0,other,132,1.5,Diesel,yes,2012,Caddy
1268,BMW,34500.0,crossover,85,3.0,Petrol,yes,2010,X1
1269,BMW,57000.0,other,20,3.5,Petrol,yes,2013,Laguna
1270,Renault,7200.0,van,146,1.5,Diesel,yes,2012,Rav 4
1271,Toyota,23400.0,sedan,69,2.5,Gas,yes,2014,Land Cruiser Prado
1272,Toyota,48000.0,crossover,59,3.0,Diesel,yes,2014,X5 M
1273,Volkswagen,4200.0,sedan,1,1.4,Petrol,yes,2012,Passat B5
1274,Mercedes-Benz,6200.0,other,340,2.4,Gas,yes,1998,Sprinter 313
1275,BMW,2900.0,sedan,225,2.5,Petrol,no,1997,GLS 350
1276,Mercedes-Benz,12700.0,other,199,2.2,Diesel,yes,2011,Logan
1277,Audi,16999.0,vagon,140,4.2,Petrol,yes,2007,Camry
1278,Volkswagen,13972.07,sedan,0,1.6,Petrol,yes,2016,T5 (Transporter) 
1279,Renault,6650.0,vagon,227,1.5,Diesel,yes,2005,Camry
1280,Mercedes-Benz,9200.0,other,280,2.4,Petrol,yes,2003,S 500
1281,BMW,15300.0,sedan,250,2.5,Petrol,yes,2006,Corolla
1282,Volkswagen,1450.0,van,100,1.6,Diesel,yes,1988,Jetta
1283,Volkswagen,5900.0,van,278,1.9,Diesel,yes,2005,A7
1284,Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993,Previa
1285,BMW,12900.0,vagon,260,3.0,Diesel,yes,2004,Golf III
1286,Toyota,33333.0,vagon,73,4.0,Gas,yes,2009,Pajero Wagon
1287,Volkswagen,7200.0,hatch,127,1.39,Petrol,yes,2007,Lancer X
1288,BMW,77777.0,crossover,1,3.0,Diesel,yes,2014,G 500
1289,Mercedes-Benz,2300.0,hatch,175,1.4,Petrol,no,2000,Fluence
1290,Volkswagen,13000.0,crossover,235,3.2,Gas,yes,2005,E-Class
1291,Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993,Land Cruiser Prado
1292,Renault,7999.0,van,92,1.5,Diesel,yes,2013,Lancer X
1293,Mercedes-Benz,11000.0,van,250,2.2,Diesel,yes,2005,A6
1294,BMW,81000.0,sedan,23,4.4,Petrol,yes,2014,X5
1295,BMW,3800.0,sedan,304,1.9,Gas,no,2000,Lancer X
1296,Audi,4400.0,sedan,340,2.8,Gas,yes,1992,A4
1297,Audi,3150.0,vagon,320,2.5,Diesel,no,2002,A6
1298,Volkswagen,10900.0,other,287,2.5,Other,yes,2004,Camry
1299,Audi,3050.0,vagon,250,2.5,Other,no,2001,A6
1300,Volkswagen,30385.0,vagon,0,2.0,Diesel,yes,2014,A8
1301,BMW,20999.0,crossover,170,4.8,Petrol,yes,2008,Kangoo
1302,Volkswagen,1500.0,sedan,255,1.9,Diesel,no,1998,E-Class
1303,Toyota,8500.0,vagon,200,2.0,Petrol,yes,1999,E-Class
1304,Toyota,9200.0,sedan,115,1.6,Gas,yes,2008,GLS 500
1305,Toyota,20800.0,sedan,49,3.5,Petrol,yes,2011,Polo
1306,Renault,8100.0,van,206,1.9,Diesel,yes,2005,Vito
1307,Volkswagen,13500.0,sedan,104,1.8,Petrol,yes,2010,Beetle
1308,Renault,4900.0,van,218,1.5,Diesel,yes,2006,A6
1309,Volkswagen,6600.0,hatch,136,1.4,Gas,yes,2001,Camry
1310,Mitsubishi,1450.0,crossover,245,2.8,Diesel,no,1996,A6
1311,Volkswagen,3600.0,sedan,320,1.8,Gas,yes,1989,Passat B5
1312,Toyota,24000.0,sedan,51,2.5,Gas,yes,2014,Caddy
1313,Toyota,12700.0,sedan,130,2.4,Petrol,yes,2008,528
1314,Mercedes-Benz,14500.0,other,315,5.0,Gas,yes,2004,T4 (Transporter)
1315,BMW,2299.0,sedan,200,1.8,Petrol,no,1999,ML 350
1316,BMW,8900.0,sedan,234,3.5,Gas,yes,1999,Kangoo
1317,Audi,30500.0,vagon,152,3.0,Diesel,yes,2012,Pajero Wagon
1318,Mercedes-Benz,4000.0,sedan,370,3.2,Diesel,no,2002,T4 (Transporter)
1319,Toyota,12900.0,sedan,137,2.4,Petrol,yes,2008,Laguna
1320,Volkswagen,3300.0,sedan,200,1.8,Petrol,yes,1989,Caddy
1321,Toyota,9800.0,sedan,178,1.8,Petrol,yes,2007,Pajero
1322,Renault,15200.0,other,173,2.3,Diesel,yes,2013,320
1323,Volkswagen,4950.0,vagon,290,1.8,Petrol,yes,1996,Golf IV
1324,Volkswagen,55500.0,crossover,36,3.0,Diesel,yes,2015,T5 (Transporter)
1325,Volkswagen,17900.0,van,188,2.5,Diesel,yes,2008,Jetta
1326,Mercedes-Benz,5900.0,crossover,271,2.7,Diesel,no,2003,GL 450
1327,Toyota,20500.0,crossover,225,4.7,Gas,yes,2003,X5
1328,BMW,5000.0,other,300,1.8,Petrol,yes,1994,Sprinter 311
1329,Volkswagen,11500.0,van,100,2.0,Diesel,yes,2010,Vito
1330,Volkswagen,2900.0,hatch,230,1.6,Petrol,yes,2000,E-Class
1331,Mitsubishi,4800.0,sedan,247,2.0,Gas,yes,1998,540
1332,Renault,1550.0,vagon,235,2.0,Petrol,no,1998,A6
1333,Mitsubishi,16000.0,crossover,147,2.5,Diesel,yes,2008,Passat B5
1334,Volkswagen,6400.0,van,312,2.5,Diesel,yes,2000,Golf Plus
1335,BMW,5800.0,other,400,2.0,Petrol,yes,1998,Q5
1336,Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001,Trafic
1337,Renault,4500.0,sedan,305,1.5,Diesel,yes,2004,E-Class
1338,Renault,14200.0,crossover,83,2.0,Diesel,yes,2012,Passat B3
1339,BMW,71500.0,crossover,19,2.5,Diesel,yes,2015,320
1340,Audi,6200.0,sedan,200,1.8,Petrol,yes,2003,A 150
1341,Volkswagen,10500.0,van,130,1.9,Diesel,yes,2010,A 160
1342,Toyota,12700.0,sedan,136,3.5,Petrol,yes,2007,525
1343,Audi,7000.0,other,126,2.6,Petrol,yes,1998,Trafic
1344,BMW,4500.0,sedan,230,4.0,Gas,yes,1994,E-Class
1345,BMW,4800.0,vagon,400,2.5,Diesel,yes,1994,A4
1346,Renault,11500.0,van,170,1.5,Diesel,yes,2012,S 350
1347,BMW,42000.0,crossover,33,2.0,Petrol,yes,2014,X5
1348,Mercedes-Benz,22600.0,crossover,165,3.0,Diesel,yes,2007,Lancer
1349,Volkswagen,9900.0,sedan,80,1.6,Petrol,yes,2011,525
1350,Mercedes-Benz,13500.0,van,259,3.0,Diesel,yes,2007,Vito
1351,Volkswagen,10600.0,other,140,2.0,Other,yes,2007,GL 320
1352,Mercedes-Benz,12500.0,van,242,2.2,Diesel,yes,2008,A4 Allroad
1353,Renault,7499.0,van,123,1.5,Diesel,yes,2009,Carisma
1354,Volkswagen,9999.0,hatch,118,1.2,Diesel,yes,2011,T6 (Transporter) 
1355,Toyota,18600.0,hatch,73,1.6,Petrol,yes,2013,A8
1356,Volkswagen,7600.0,hatch,225,1.4,Petrol,yes,2004,Auris
1357,Volkswagen,9200.0,hatch,127,1.6,Petrol,yes,2007,Grand Scenic
1358,Audi,3700.0,vagon,290,1.9,Diesel,no,2002,A6
1359,BMW,26000.0,crossover,270,4.8,Petrol,yes,2008,Passat B7
1360,BMW,12950.0,sedan,268,4.0,Diesel,yes,2004,X5 M
1361,Mitsubishi,15200.0,crossover,193,3.0,Gas,yes,2008,Passat B5
1362,Audi,62000.0,vagon,24,3.0,Diesel,yes,2015,Golf VI
1363,Toyota,68500.0,van,1,3.5,Petrol,yes,2016,Eclipse
1364,Volkswagen,2500.0,hatch,111,1.6,Gas,yes,1999,C-Class
1365,Volkswagen,2600.0,other,296,1.9,Diesel,no,2000,Land Cruiser 200
1366,Mercedes-Benz,12250.0,van,300,2.2,Diesel,yes,2007,Vito
1367,Toyota,39900.0,crossover,94,4.0,Gas,yes,2010,Kangoo
1368,Volkswagen,1500.0,other,160,1.4,Petrol,no,1999,Logan
1369,Mercedes-Benz,3700.0,sedan,270,3.5,Petrol,no,2004,T4 (Transporter)
1370,BMW,8999.0,other,160,1.8,Petrol,yes,1997,Lancer X
1371,Mitsubishi,9900.0,other,200,2.5,Diesel,yes,2007,Caddy
1372,Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005,Golf VI
1373,Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016,Lancer
1374,Mercedes-Benz,36000.0,crossover,162,3.0,Diesel,yes,2009,L 200
1375,Mitsubishi,15800.0,other,146,2.5,Diesel,yes,2013,Caddy
1376,Volkswagen,19300.0,sedan,136,2.0,Diesel,yes,2011,Galant
1377,Renault,6450.0,van,148,1.5,Diesel,yes,2012,Lancer X
1378,Renault,4200.0,van,220,1.5,Diesel,yes,2004,E-Class
1379,BMW,32000.0,crossover,52,3.0,Petrol,yes,2012,Q7
1380,Toyota,12500.0,sedan,110,2.4,Gas,yes,2007,Kangoo
1381,BMW,47900.0,crossover,178,4.0,Diesel,yes,2012,X5
1382,Mercedes-Benz,21999.0,sedan,200,3.0,Diesel,yes,2008,T5 (Transporter) 
1383,Toyota,7500.0,hatch,74,1.3,Petrol,yes,2008,TT
1384,Mercedes-Benz,125000.0,sedan,17,3.0,Diesel,yes,2015,Camry
1385,BMW,30500.0,hatch,110,4.4,Petrol,yes,2008,A5
1386,Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016,A4 Allroad
1387,Mercedes-Benz,45555.0,sedan,42,3.0,Diesel,yes,2011,Jetta
1388,BMW,15200.0,sedan,227,2.5,Petrol,yes,2008,Lancer
1389,Volkswagen,7800.0,van,226,1.9,Diesel,yes,2005,Land Cruiser 100
1390,Volkswagen,22000.0,hatch,40,1.4,Petrol,yes,2013,B-Class Electric Drive
1391,Mitsubishi,9300.0,crossover,156,2.4,Gas,yes,2006,Land Cruiser 100
1392,Mercedes-Benz,31900.0,sedan,97,2.2,Diesel,yes,2011,E-Class
1393,Mercedes-Benz,9350.0,van,160,2.2,Diesel,yes,2008,Carina
1394,BMW,32500.0,sedan,134,2.0,Diesel,yes,2010,X5
1395,Renault,10200.0,vagon,151,1.5,Diesel,yes,2011,B-Class Electric Drive
1396,Toyota,8200.0,crossover,200,2.0,Gas,yes,2002,Passat B5
1397,Mercedes-Benz,7400.0,sedan,190,2.0,Petrol,yes,2002,A4
1398,Mitsubishi,14200.0,crossover,155,3.0,Gas,yes,2007,Polo
1399,Volkswagen,24900.0,sedan,1,1.6,Diesel,yes,2016,330
1400,Mercedes-Benz,24300.0,sedan,150,3.5,Gas,yes,2008,Passat B6
1401,Volkswagen,9300.0,van,176,1.9,Diesel,yes,2005,730
1402,Volkswagen,21000.0,crossover,130,2.5,Diesel,yes,2008,525
1403,Audi,36000.0,crossover,145,3.0,Petrol,yes,2010,Vito
1404,Mitsubishi,22900.0,crossover,69,2.4,Petrol,yes,2014,Passat CC
1405,Mercedes-Benz,9900.0,sedan,275,2.2,Other,yes,2005,Rav 4
1406,Volkswagen,3950.0,hatch,288,1.8,Gas,yes,1996,Camry
1407,Toyota,28700.0,crossover,100,3.5,Petrol,yes,2012,S 550
1408,Volkswagen,16900.0,van,121,2.0,Diesel,yes,2014,Multivan
1409,Mercedes-Benz,7300.0,sedan,245,2.8,Gas,yes,1998,A6
1410,Mercedes-Benz,2200.0,sedan,400,2.0,Petrol,yes,1988,Passat B4
1411,Toyota,25500.0,other,103,3.5,Petrol,yes,2010,Megane
1412,Volkswagen,7650.0,other,260,2.0,Diesel,yes,2005,Touareg
1413,Toyota,22800.0,other,55,2.5,Petrol,yes,2013,Tiguan
1414,Renault,8900.0,van,170,1.9,Diesel,yes,2005,E-Class
1415,Renault,10990.0,sedan,118,2.0,Petrol,yes,2012,S 350
1416,Mercedes-Benz,107777.0,crossover,0,3.0,Diesel,yes,2016,Camry
1417,Toyota,17000.0,sedan,95,2.0,Gas,yes,2011,745
1418,Renault,999.0,sedan,430,2.0,Gas,yes,1988,Land Cruiser Prado
1419,BMW,66500.0,crossover,0,2.0,Other,yes,2016,E-Class
1420,Volkswagen,4300.0,vagon,289,2.0,Petrol,yes,1994,Avensis
1421,BMW,3350.0,vagon,295,2.0,Diesel,no,2002,Avensis
1422,Toyota,10400.0,sedan,87,1.6,Petrol,yes,2008,530
1423,BMW,22700.0,crossover,216,4.8,Petrol,yes,2007,530
1424,Renault,6700.0,van,102,1.5,Diesel,yes,2012,Caddy
1425,Audi,3800.0,sedan,257,2.0,Petrol,yes,1993,Galant
1426,Volkswagen,10900.0,vagon,185,1.4,Petrol,yes,2011,Megane
1427,Mercedes-Benz,11000.0,van,300,2.2,Diesel,yes,2007,X5
1428,Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,X6
1429,Mercedes-Benz,18900.0,sedan,232,3.0,Diesel,yes,2007,Kangoo
1430,BMW,25500.0,sedan,148,3.0,Diesel,yes,2007,Camry
1431,Renault,14500.0,sedan,98,1.5,Diesel,yes,2014,S 55
1432,BMW,7900.0,sedan,260,3.5,Petrol,yes,1997,Land Cruiser Prado
1433,Audi,44800.0,crossover,95,3.0,Diesel,yes,2014,525
1434,Toyota,26200.0,other,73,2.5,Diesel,yes,2012,Golf VI
1435,BMW,14000.0,crossover,164,3.0,Diesel,no,2006,E-Class
1436,Renault,7900.0,van,300,1.9,Diesel,yes,2006,X5 M
1437,Volkswagen,10777.0,van,157,1.6,Diesel,yes,2012,80
1438,Renault,8300.0,van,217,1.9,Diesel,yes,2004,523
1439,Volkswagen,40000.0,sedan,1,1.4,Petrol,yes,2015,Vito
1440,Mercedes-Benz,16800.0,other,266,3.0,Diesel,yes,2007,A6 Allroad
1441,Audi,43000.0,crossover,1,2.0,Petrol,yes,2016,Polo
1442,Toyota,22900.0,sedan,60,2.5,Petrol,yes,2012,S 500
1443,Audi,10900.0,sedan,225,2.4,Petrol,yes,2005,Megane
1444,BMW,2550.0,sedan,280,1.6,Petrol,no,2000,E-Class
1445,Mercedes-Benz,18700.0,other,142,2.2,Diesel,yes,2007,525
1446,Toyota,3800.0,sedan,220,1.6,Petrol,yes,1994,T3 (Transporter)
1447,Mercedes-Benz,7700.0,van,290,2.2,Diesel,yes,2004,Caddy
1448,BMW,112000.0,sedan,16,3.0,Diesel,yes,2015,190
1449,Mercedes-Benz,2600.0,van,280,2.9,Diesel,no,1997,E-Class
1450,Volkswagen,14900.0,vagon,165,1.4,Petrol,yes,2013,330
1451,Mitsubishi,11960.0,other,140,2.5,Diesel,yes,2007,FJ Cruiser
1452,Mitsubishi,19800.0,crossover,130,2.5,Diesel,yes,2011,Polo
1453,Mercedes-Benz,12800.0,van,116,2.2,Diesel,yes,2012,X6
1454,Mercedes-Benz,34000.0,sedan,69,2.0,Petrol,yes,2013,A 140
1455,Audi,29999.0,sedan,97,3.0,Petrol,yes,2011,Touareg
1456,Mitsubishi,4900.0,vagon,250,2.5,Petrol,yes,2001,T4 (Transporter) 
1457,BMW,12900.0,sedan,200,2.5,Petrol,yes,2006,Kangoo
1458,Mercedes-Benz,12600.0,sedan,300,2.7,Diesel,yes,2003,Vito
1459,Volkswagen,9800.0,other,117,1.6,Diesel,yes,2014,M5
1460,Audi,3650.0,sedan,270,1.9,Diesel,yes,2002,318
1461,Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012,325
1462,Volkswagen,17900.0,crossover,145,3.0,Diesel,yes,2007,100
1463,BMW,37500.0,crossover,110,4.4,Petrol,yes,2011,A6
1464,BMW,27900.0,sedan,170,3.0,Petrol,yes,2011,T5 (Transporter)
1465,Volkswagen,10600.0,van,153,1.6,Diesel,yes,2012,Caddy
1466,Mercedes-Benz,39900.0,crossover,127,5.5,Petrol,yes,2010,A6
1467,Volkswagen,5200.0,van,260,1.9,Diesel,no,2005,Touran
1468,Volkswagen,16999.0,sedan,105,1.8,Petrol,yes,2011,X5
1469,Renault,8400.0,van,260,1.9,Diesel,yes,2005,Polo
1470,Audi,30900.0,crossover,27,2.0,Petrol,yes,2011,Outlander
1471,Mercedes-Benz,9500.0,van,248,2.2,Diesel,yes,2005,Vista
1472,Mitsubishi,12800.0,crossover,153,1.6,Gas,yes,2011,Corolla
1473,BMW,48900.0,crossover,60,3.0,Diesel,yes,2011,Camry
1474,Renault,11600.0,vagon,165,1.5,Diesel,yes,2012,Trafic
1475,Volkswagen,20200.0,hatch,22,1.2,Petrol,yes,2014,Passat B6
1476,Mercedes-Benz,12700.0,hatch,140,1.7,Gas,yes,2007,Kangoo
1477,Toyota,17835.0,crossover,240,2.7,Gas,yes,2007,Golf IV
1478,Mercedes-Benz,30900.0,sedan,71,2.2,Diesel,yes,2012,Pajero
1479,Renault,9500.0,sedan,88,1.6,Gas,yes,2012,Passat B3
1480,Volkswagen,11500.0,van,192,1.9,Diesel,yes,2008,Camry
1481,Renault,18932.55,hatch,0,1.5,Diesel,yes,2016,Camry
1482,Renault,11700.0,vagon,155,1.5,Diesel,yes,2012,CL 500
1483,Renault,9900.0,crossover,201,1.9,Diesel,yes,2006,318
1484,Mercedes-Benz,19500.0,sedan,180,3.0,Diesel,yes,2008,735
1485,Audi,3400.0,vagon,261,2.5,Diesel,no,2004,A6
1486,Volkswagen,8200.0,other,102,1.6,Diesel,yes,2012,E-Class
1487,Toyota,15600.0,sedan,165,3.5,Gas,yes,2008,Camry
1488,Toyota,47500.0,crossover,45,3.0,Diesel,yes,2014,Passat B3
1489,Audi,33900.0,sedan,58,2.0,Petrol,yes,2014,Avensis
1490,Toyota,97500.0,crossover,2,4.6,Petrol,yes,2016,Master
1491,Renault,15000.0,sedan,21,1.5,Diesel,yes,2014,Passat B4
1492,Toyota,28999.0,sedan,86,3.5,Petrol,yes,2013,Touareg
1493,Audi,15000.0,hatch,66,1.2,Petrol,yes,2011,Multivan
1494,Toyota,36000.0,crossover,66,3.0,Diesel,yes,2010,ML 270
1495,Toyota,19500.0,crossover,150,4.0,Petrol,yes,2005,Land Cruiser 100
1496,Mercedes-Benz,5000.0,sedan,350,1.8,Other,yes,1995,318
1497,Mercedes-Benz,17800.0,sedan,73,3.0,Petrol,yes,2008,T5 (Transporter) 
1498,Mercedes-Benz,5000.0,sedan,215,2.6,Gas,yes,1992,G 350
1499,Renault,3100.0,hatch,275,1.2,Petrol,yes,1991,Golf IV
1500,Renault,1200.0,sedan,240,1.7,Gas,yes,1988,Galant
1501,BMW,3800.0,sedan,100,1.8,Petrol,yes,1992,Laguna
1502,Renault,1999.0,vagon,260,1.9,Diesel,no,2001,Pajero Sport
1503,Mercedes-Benz,8800.0,sedan,330,5.0,Petrol,yes,2000,T4 (Transporter) 
1504,Renault,8800.0,van,250,1.9,Diesel,yes,2006,520
1505,Mercedes-Benz,15300.0,other,168,3.2,Petrol,yes,2003,E-Class
1506,BMW,39900.0,sedan,5,2.0,Petrol,yes,2016,Megane
1507,Renault,7400.0,van,181,2.0,Diesel,yes,2007,Koleos
1508,Volkswagen,28000.0,van,163,2.0,Diesel,yes,2010,X5
1509,Volkswagen,12300.0,van,182,2.0,Diesel,yes,2011,A4
1510,Renault,3600.0,sedan,101,2.0,Petrol,yes,1997,Caddy
1511,Toyota,8450.0,sedan,193,1.6,Gas,yes,2007,Camry
1512,Volkswagen,2500.0,hatch,297,1.6,Petrol,yes,1995,80
1513,Toyota,9950.0,sedan,106,1.6,Gas,yes,2008,540
1514,Mercedes-Benz,23200.0,sedan,58,1.8,Petrol,yes,2010,525
1515,Toyota,10500.0,sedan,124,1.8,Petrol,yes,2008,Grand Scenic
1516,Mercedes-Benz,11200.0,sedan,280,2.2,Diesel,yes,2005,X3
1517,Volkswagen,9750.0,van,1,1.9,Diesel,yes,2004,100
1518,Toyota,20800.0,crossover,70,2.7,Petrol,yes,2008,ML 320
1519,Audi,33500.0,hatch,35,1.8,Petrol,yes,2014,Polo
1520,Volkswagen,10000.0,sedan,66,1.6,Petrol,yes,2011,Vito
1521,Mitsubishi,2199.0,hatch,400,1.8,Other,yes,1991,Passat B6
1522,Audi,16800.0,hatch,47,1.2,Petrol,yes,2013,Vito
1523,Mercedes-Benz,25500.0,crossover,200,4.0,Diesel,yes,2007,Kangoo
1524,Audi,2099.0,sedan,314,1.9,Diesel,no,1996,Polo
1525,Toyota,20000.0,crossover,250,4.2,Diesel,yes,2000,Auris
1526,Volkswagen,7400.0,van,380,2.5,Diesel,yes,2000,Golf V
1527,BMW,16500.0,sedan,150,2.5,Petrol,yes,2005,T5 (Transporter)
1528,Mercedes-Benz,43500.0,other,51,3.0,Diesel,yes,2014,Golf V
1529,Volkswagen,3100.0,hatch,118,1.8,Gas,yes,1993,A4
1530,Mercedes-Benz,12100.0,sedan,310,2.2,Diesel,yes,2005,X5
1531,Mercedes-Benz,12000.0,van,230,2.2,Diesel,yes,2008,740
1532,Mitsubishi,33000.0,other,0,2.4,Diesel,yes,2016,Pajero Wagon
1533,Renault,15672.15,van,0,1.5,Diesel,yes,2016,A6 Allroad
1534,Renault,6600.0,van,134,1.5,Diesel,yes,2011,Sienna
1535,Renault,12800.0,vagon,127,1.5,Diesel,yes,2011,Golf IV
1536,Renault,7200.0,van,73,1.5,Diesel,yes,2012,Golf IV
1537,BMW,21000.0,hatch,79,1.6,Petrol,yes,2013,Vito
1538,Mitsubishi,5900.0,hatch,92,1.6,Petrol,yes,2003,Land Cruiser Prado
1539,Volkswagen,9500.0,van,205,2.0,Petrol,yes,2006,Golf IV
1540,Renault,2100.0,van,270,1.9,Diesel,no,2002,S 350
1541,Toyota,8100.0,hatch,91,1.6,Petrol,yes,2007,318
1542,Mercedes-Benz,60000.0,crossover,140,5.5,Gas,yes,2008,L 200
1543,BMW,2899.0,sedan,260,2.0,Diesel,no,2000,Touareg
1544,BMW,73900.0,sedan,57,4.4,Petrol,yes,2013,Jetta
1545,BMW,3400.0,vagon,191,2.0,Diesel,no,2002,GL 320
1546,BMW,26500.0,sedan,70,3.0,Petrol,yes,2008,L 200
1547,Mitsubishi,5800.0,sedan,186,1.6,Petrol,yes,2006,Passat B7
1548,BMW,9999.0,sedan,200,1.8,Petrol,yes,2004,Kangoo
1549,Volkswagen,12999.0,vagon,95,1.6,Diesel,yes,2010,Kangoo
1550,Mercedes-Benz,75500.0,van,14,2.2,Diesel,yes,2015,S-Guard
1551,BMW,2499.0,sedan,210,1.8,Petrol,no,2000,X5
1552,Volkswagen,3500.0,hatch,201,1.9,Diesel,no,2002,Camry
1553,Volkswagen,10000.0,van,283,2.5,Diesel,yes,2005,X5
1554,Mitsubishi,7000.0,sedan,133,1.6,Petrol,yes,2008,E-Class
1555,Volkswagen,35999.0,crossover,84,3.0,Diesel,yes,2011,A6
1556,Mitsubishi,2900.0,sedan,350,1.6,Petrol,yes,1994,Yaris
1557,Volkswagen,32400.0,crossover,50,2.0,Diesel,yes,2014,S 350
1558,Mitsubishi,15000.0,crossover,95,2.5,Diesel,yes,2008,X6
1559,Mitsubishi,7300.0,sedan,145,1.6,Petrol,yes,2008,Jetta
1560,Toyota,30500.0,sedan,7,2.5,Gas,yes,2015,S 350
1561,BMW,6300.0,sedan,270,3.5,Petrol,yes,1998,525
1562,BMW,23500.0,crossover,180,4.8,Petrol,yes,2008,Caddy
1563,Volkswagen,10400.0,sedan,87,1.6,Petrol,yes,2011,T5 (Transporter) 
